State,Message
mail,Dunno lei �_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
mail,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
mail,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
mail,Just do what ever is easier for you
spam,RCT' THNQ Adrian for U text. Rgds Vatian
mail,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
mail,"It'll be tough, but I'll do what I have to"
mail,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
mail,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
mail,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
mail,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
mail,But i'm surprised she still can guess right lor...
mail,Okie �_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
mail,Oh ho. Is this the first time u use these type of words
mail,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
mail,I know you are serving. I mean what are you doing now.
mail,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
mail,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
mail,I know girls always safe and selfish know i got it pa. Thank you. good night.
mail,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
mail,I'm freezing and craving ice. Fml
mail,Kay... Since we are out already
mail,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
mail,Yo im right by yo work
mail,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
mail,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
mail,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
mail,Nope... Juz off from work...
mail,Huh so fast... Dat means u havent finished painting?
mail,what number do u live at? Is it 11?
mail,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
mail,Sac will score big hundred.he is set batsman:-)
mail,Send me yetty's number pls.
mail,How much it will cost approx . Per month.
mail,Ok... The theory test? when are �_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
mail,"That's fine, have him give me a call if he knows what he wants or has any questions"
mail,"Sorry, got a late start, we're on the way"
mail,Then u go back urself lor...
mail,I AM AT THE GAS STATION. GO THERE.
mail,"K, if u bored up just come to my home.."
mail,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
mail,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
mail,Still i have not checked it da. . .
mail,You will go to walmart. I.ll stay.
mail,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
mail,Oh great. I.ll disturb him more so that we can talk.
mail,Reverse is cheating. That is not mathematics.
mail,U're welcome... Caught u using broken english again...
mail,No problem baby. Is this is a good time to talk? I called and left a message.
mail,"Sorry, I'll call later"
mail,Oh is it! Which brand?
mail,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
mail,At what time are you coming.
mail,Call him and say you not coming today ok and tell them not to fool me like this ok
mail,I emailed yifeng my part oredi.. Can �_ get it fr him..
mail,R u sure they'll understand that! Wine * good idea just had a slurp!
mail,Minimum walk is 3miles a day.
mail,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.
mail,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
mail,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
mail,Please attend the phone:)
mail,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
mail,No messages on her phone. I'm holding it now
mail,Can... I'm free...
mail,"Yo my trip got postponed, you still stocked up?"
mail,"Sorry, I'll call later"
mail,I am waiting for your call sir.
mail,Hey what are you doing. Y no reply pa..
mail,"Hey elaine, is today's meeting still on?"
mail,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
mail,Most of the tiime when i don't let you hug me it's so i don't break into tears.
mail,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
mail,And now electricity just went out fml.
mail,"Looks like you found something to do other than smoke, great job!"
mail,Also andros ice etc etc
mail,:)
mail,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
mail,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
mail,Hows that watch resizing
mail,Dear umma she called me now :-)
mail,Just finished. Missing you plenty
spam,"complimentary 4 STAR Ibiza Holiday or �10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
mail,"Well, I meant as opposed to my drunken night of before"
mail,K... Must book a not huh? so going for yoga basic on sunday?
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
mail,Ok can...
mail,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
mail,So u workin overtime nigpun?
mail,Same as kallis dismissial in 2nd test:-).
mail,O. Guess they both got screwd
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
mail,"I'm in a meeting, call me later at"
mail,What r u cooking me for dinner?
mail,Ok thanx...
mail,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
mail,Then i buy.
spam,URGENT! Your Mobile number has been awarded with a �2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
mail,Heehee that was so funny tho
mail,It only does simple arithmetic not percentages.
mail,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a �1500 Bonus Prize, call 09066364589"
mail,Thanks honey. Have a great day.
mail,"An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
mail,Good night my dear.. Sleepwell&amp;Take care
mail,Then �_ ask dad to pick �_ up lar... �� wan 2 stay until 6 meh...
mail,"Jus chillaxin, what up"
mail,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
mail,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
mail,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
mail,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
mail,Only once then after ill obey all yours.
mail,No she didnt. I will search online and let you know.
mail,Where do you need to go to get it?
mail,No pic. Please re-send.
mail,He remains a bro amongst bros
mail,Uhhhhrmm isnt having tb test bad when youre sick
mail,But i haf enuff space got like 4 mb...
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a �1500 Bonus Prize, call 09066368470"
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save �s with Free texts/weekend calls. Text YES for a callback orno to opt out
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls�1/minMobsmore LKPOBOX177HP51FL
mail,True. Its easier with her here.
mail,Sure but since my parents will be working on Tuesday I don't really need a cover story
mail,Haha okay... Today weekend leh...
mail,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\"""""
mail,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
mail,You've always been the brainy one.
mail,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
mail,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
mail,Sending you greetings of joy and happiness. Do have a gr8 evening
mail,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\"""""
mail,If india win or level series means this is record:)
mail,Then what about further plan?
mail,Its good to hear from you
mail,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
mail,What time you thinkin of goin?
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
mail,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
mail,Yes but I don't care cause I know its there!
mail,"wiskey Brandy Rum Gin Beer Vodka Scotch Smailpain Wine \KUDI\""yarasu dhina vaazhthukkal. .."""
mail,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
mail,Sitting ard nothing to do lor. U leh busy w work?
mail,Its  &lt;#&gt; k here oh. Should i send home for sale.
mail,Sorry. || mail? ||
mail,Ya just telling abt tht incident..
mail,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
mail,Ugh just got outta class
mail,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very cmailplaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
mail,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
mail,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
mail,Ok. I.ll do you right later.
mail,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
mail,Have your lunch and come quickly and open the door:)
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
mail,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
mail,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
mail,i am seeking a lady in the street and a freak in the sheets. Is that you?
mail,My phone
mail,"Haha figures, well I found the piece and priscilla's bowl"
mail,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
mail,yay! finally lol. i missed our cinema trip last week :-(
mail,All day working day:)except saturday and sunday..
mail,aathi..where are you dear..
mail,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
mail,"I think I���m waiting for the same bus! Inform me when you get there, if you ever get there."
mail,You getting back any time soon?
mail,", how's things? Just a quick question."
mail,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
mail,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
mail,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
mail,I can ask around but there's not a lot in terms of mids up here
mail,Be sure to check your yahoo email. We sent photos yesterday
mail,What was she looking for?
mail,Wherre's my boytoy ? :-(
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
mail,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
mail,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
mail,No:-)i got rumour that you going to buy apartment in chennai:-)
mail,"Yeah, probably earlier than that"
mail,Change windows logoff sound..
mail,Still i have not checked it da. . .
mail,I'm also came to room.
mail,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
mail,Ok.
mail,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
mail,"Cool, text me when you head out"
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
mail,Happy birthday... May u find ur prince charming soon n dun work too hard...
mail,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
mail,You said to me before i went back to bed that you can't sleep for anything.
mail,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
mail,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
mail,I will come to ur home now
mail,Free any day but i finish at 6 on mon n thurs...
mail,Will you be here for food
mail,"life alle mone,eppolum oru pole allalo"
mail,Nite...
mail,Two fundamentals of cool life: \Walk
mail,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
mail,Hi Petey!noi��m ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
mail,I just saw ron burgundy captaining a party boat so yeah
mail,I'm serious. You are in the money base
mail,Already one guy loving you:-.
mail,Staff of placement training in Amrita college.
mail,I always chat with you. In fact i need money can you raise me?
mail,I'm job profile seems like bpo..
mail,"Well, I was about to give up cos they all said no they didn���t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
mail,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
mail,Are you willing to go for apps class.
mail,Hanging out with my brother and his family
mail,No it will reach by 9 only. She telling she will be there. I dont know
mail,Hey... are you going to quit soon? Xuhui and i working till end of the month
mail,"Im sorry bout last nite it wasn��t ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
mail,Try neva mate!!
mail,Yeah that'd pretty much be the best case scenario
mail,I not free today i haf 2 pick my parents up tonite...
mail,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY
mail,Should i send you naughty pix? :)
spam,"You are a �1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BmailB64XE"
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
mail,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
mail,Prepare to be pounded every night...
mail,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
mail,"Sorry, I'll call later"
mail,Good evening! How are you?
mail,I'm at home. Please call
mail,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
mail,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
mail,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
mail,What happen dear. Why you silent. I am tensed
mail,"I'll get there at 3, unless you guys want me to come some time sooner"
mail,If you are not coughing then its nothing
mail,�� come lt 25 n pass to me lar
mail,I'm e person who's doing e sms survey...
mail,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
mail,Thank You meet you monday
mail,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK ��MORROW. C U THIS WK? WHO WAS THE MSG 4? �� RANDOM!
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
mail,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
mail,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
mail,"Dad wanted to talk about the apartment so I got a late start, omw now"
mail,I love you both too :-)
mail,Lol u still feeling sick?
mail,Din i tell u jus now 420
mail,am up to my eyes in philosophy
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost �1.50 min MobcudB more
mail,Ok lor. I'm in town now lei.
mail,I had it already..sabarish asked me to go..
mail,No da. . Vijay going to talk in jaya tv
spam,URGENT! We are trying to contact U Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
mail,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
mail,Still chance there. If you search hard you will get it..let have a try :)
spam,"Auction round 4. The highest bid is now �54. Next maximum bid is �71. To bid, send BIDS e. g. 10 (to bid �10) to 83383. Good luck."
mail,Do you always celebrate NY's with your family ?
mail,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
mail,Its ok..come to my home it vl nice to meet and v can chat..
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + �200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
mail,Sent me de webadres for geting salary slip
mail,She's fine. Sends her greetings
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY �10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
mail,But you dint in touch with me.
mail,"Yup, leaving right now, be back soon"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
mail,Yeah sure I'll leave in a min
mail,And do you have any one that can teach me how to ship cars.
mail,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
mail,Yeah confirmed for you staying at  that weekend
mail,They said �_ dun haf passport or smth like dat.. Or �_ juz send to my email account..
mail,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
mail,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
mail,Ard 4 lor...
mail,You are right. Meanwhile how's project twins comin up
mail,I sent your maga that money yesterday oh.
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY �10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
mail,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
mail,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
mail,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
mail,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
mail,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
mail,How much would it cost to hire a hitman
mail,I anything lor...
mail,"Sorry, I'll call later"
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
mail,Huh but i cant go 2 ur house empty handed right?
mail,Good morning princess! Happy New Year!
spam,Congratulations YOU'VE Won. You're a Winner in our August �1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
mail,"Aight, we'll head out in a few"
mail,Then wat r u doing now? Busy wif work?
mail,I know you mood off today
mail,"Jay told me already, will do"
mail,Cps is causing the outages to conserve energy.
mail,"I'm not sure, I was just checking out what was happening around the area"
mail,Hey morning what you come to ask:-) pa...
mail,Jordan got voted out last nite!
mail,"That means you got an A in epi, she.s fine. She.s here now."
mail,I have no idea where you are
mail,Pls come quick cant bare this.
mail,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
mail,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
mail,No. I.ll meet you in the library
mail,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
mail,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
mail,Ok c �_ then.
mail,I enjoy watching and playing football and basketball. Anything outdoors. And you?
mail,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
mail,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
mail,Hey check it da. I have listed da.
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity
mail,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
mail,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
mail,Goin to workout lor... Muz lose e fats...
mail,"Damn, poor zac doesn't stand a chance"
mail,No message..no responce..what happend?
mail,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
mail,Yeah right! I'll bring my tape measure fri!
mail,Still chance there. If you search hard you will get it..let have a try :)
mail,Meeting u is my work. . . Tel me when shall i do my work tomorrow
mail,Should I head straight there or what
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX �1.50
mail,Thank you princess! You are so sexy...
mail,Oooh I got plenty of those!
mail,Hui xin is in da lib.
mail,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
mail,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
mail,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
mail,You know what hook up means right?
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
mail,Wat's da model num of ur phone?
mail,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
spam,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
mail,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
mail,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
mail,* Thought I didn't see you.
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp �1.50/msg.
mail,Carlos says we can pick up from him later so yeah we're set
mail,"Hey babe, my friend had to cancel, still up for a visit ?"
mail,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
mail,Hmm ill have to think about it... ok you're forgiven! =D
mail,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
mail,Want to send me a virtual hug?... I need one
mail,"Probably not, still going over some stuff here"
mail,It has issues right now. Ill fix for her by tomorrow.
mail,Why i come in between you people
mail,Senthil group company Apnt 5pm.
mail,Oh really?? Did you make it on air? What's your talent?
mail,Studying. But i.ll be free next weekend.
mail,R u here yet? I'm wearing blue shirt n black pants.
mail,Wait.i will come out.. &lt;#&gt;  min:)
mail,I will reach ur home in  &lt;#&gt;  minutes
mail,Well then you have a great weekend!
mail,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? "
mail,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
mail,Huh? 6 also cannot? Then only how many mistakes?
mail,Ha... U jus ate honey ar? So sweet...
mail,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
mail,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
mail,Thanks for loving me so. You rock
mail,Yeah imma come over cause jay wants to do some drugs
mail,Ok thanx... Take care then...
mail,Yup. Thk of u oso boring wat.
mail," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
mail,Moji just informed me that you saved our lives. Thanks.
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
mail,Whos this am in class:-)
mail,Hey r �_ still online? I've finished the formatting...
mail,Great! So what attracts you to the brothas?
